ymdhm,swl,inf,sfw,ecpc,tototf,tide_level,wl_1018662,fw_1018662,wl_1018680,fw_1018680,wl_1018683,fw_1018683,wl_1019630,fw_1019630
2019-05-01 16:00,25.12,366.0,215.79,28.21,366.0,561.0,288.7,325.72,272.2,,271.0,354.13,255.3,328.54
2019-05-01 16:10,25.12,366.0,215.79,28.21,366.0,564.0,289.70000000000005,331.65,272.2,,271.0,350.01,256.3,337.86
2019-05-01 16:20,25.12,366.0,215.79,28.21,366.0,565.0,288.7,325.72,272.2,,272.0,371.13,256.3,337.86
2019-05-01 16:30,25.12,366.0,215.79,28.21,366.0,562.0,288.7,325.72,272.2,,272.0,383.5,257.3,347.31
2019-05-01 16:40,25.12,366.0,215.79,28.21,366.0,555.0,287.7,319.84,272.2,,272.0,375.25,257.3,347.31
2019-05-01 16:50,25.12,366.0,215.79,28.21,366.0,546.0,288.7,325.72,272.2,,272.0,371.13,257.3,347.31
2019-05-01 17:00,25.12,366.0,215.79,28.21,366.0,536.0,288.7,325.72,272.2,,272.0,350.51,258.3,356.89
2019-05-01 17:10,25.12,366.0,215.79,28.21,366.0,524.0,287.7,319.84,272.2,,272.0,329.89,258.3,356.89
2019-05-01 17:20,25.12,366.0,215.79,28.21,366.0,512.0,287.7,319.84,272.2,,272.0,375.25,259.3,366.6
2019-05-01 17:30,25.12,366.0,215.79,28.21,366.0,500.0,288.7,325.72,273.2,,273.0,346.88,259.3,366.6
2019-05-01 17:40,25.12,366.0,215.79,28.21,366.0,488.0,288.7,325.72,273.2,,273.0,346.88,260.3,376.45
2019-05-01 17:50,25.12,366.0,215.79,28.21,366.0,474.0,288.7,325.72,273.2,,273.0,313.84,268.29999999999995,460.03
2019-05-01 18:00,25.12,366.0,215.79,28.21,366.0,459.0,289.70000000000005,331.65,273.2,,273.0,317.97,273.3,516.61
2019-05-01 18:10,25.12,366.0,215.79,28.21,366.0,446.0,289.70000000000005,331.65,273.2,,273.0,313.84,275.3,540.18
2019-05-01 18:20,25.12,366.0,215.79,28.21,366.0,432.0,290.7,337.64,274.2,,274.0,306.02,277.3,564.29
2019-05-01 18:30,25.12,366.0,215.79,28.21,366.0,417.0,289.70000000000005,331.65,274.2,,282.0,108.74,278.3,576.54
2019-05-01 18:40,25.13,468.0,216.15,27.85,366.0,402.0,289.70000000000005,331.65,283.2,,286.0,-126.18,278.3,576.54
2019-05-01 18:50,25.13,468.0,216.15,27.85,366.0,388.0,290.7,337.64,287.2,,288.99999999999994,-253.43,278.3,576.54
2019-05-01 19:00,25.13,436.0,216.15,27.85,334.0,373.0,298.7,387.55,289.2,,290.99999999999994,-288.02,277.3,564.29
2019-05-01 19:10,25.15,449.0,216.89,27.11,143.0,358.0,305.70000000000005,434.12,291.2,,292.0,-318.11,275.3,540.18
2019-05-01 19:20,25.13,244.0,216.15,27.85,142.0,345.0,314.70000000000005,498.0,292.2,,293.0,-297.32,273.3,516.61
2019-05-01 19:30,25.15,448.0,216.89,27.11,142.0,332.0,317.7,520.3,297.2,,293.0,-271.83,269.3,471.08
2019-05-01 19:40,25.15,345.0,216.89,27.11,141.0,318.0,320.7,543.1,301.2,,297.0,-93.96,266.3,438.33
2019-05-01 19:50,25.15,345.0,216.89,27.11,141.0,304.0,321.7,550.81,303.2,,300.0,278.77,264.3,417.17
2019-05-01 20:00,25.16,446.0,217.26,26.74,140.0,291.0,321.7,550.81,302.2,,299.0,436.85,265.3,427.69
2019-05-01 20:10,25.15,140.0,216.89,27.11,140.0,279.0,320.7,543.1,300.2,,297.0,644.92,266.3,438.33
2019-05-01 20:20,25.14,242.0,216.52,27.48,140.0,266.0,317.7,520.3,297.2,,294.0,799.62,268.29999999999995,460.03
2019-05-01 20:30,25.12,0.0,215.79,28.21,140.0,254.0,314.70000000000005,498.0,294.2,,293.0,900.45,272.3,505.03
2019-05-01 20:40,25.12,0.0,215.79,28.21,140.0,242.0,309.70000000000005,461.96,293.2,,293.0,845.23,276.3,552.17
2019-05-01 20:50,25.12,0.0,215.79,28.21,140.0,230.0,305.70000000000005,434.12,292.2,,292.0,754.99,279.3,588.93
2019-05-01 21:00,25.12,0.0,215.79,28.21,140.0,218.0,302.7,413.83,290.2,,292.0,699.85,280.3,601.45
2019-05-01 21:10,25.12,0.0,215.79,28.21,140.0,208.0,300.7,400.58,290.2,,292.0,538.67,280.3,601.45
2019-05-01 21:20,25.11,0.0,215.42,28.58,140.0,198.0,300.7,400.58,289.2,,290.99999999999994,415.09,279.3,588.93
2019-05-01 21:30,25.12,140.0,215.79,28.21,140.0,188.0,300.7,400.58,289.2,,290.0,224.17,279.3,588.93
2019-05-01 21:40,25.12,140.0,215.79,28.21,140.0,177.0,300.7,400.58,289.2,,290.0,173.42,278.3,576.54
2019-05-01 21:50,25.13,242.0,216.15,27.85,140.0,167.0,302.7,413.83,289.2,,290.0,148.04,277.3,564.29
2019-05-01 22:00,25.13,242.0,216.15,27.85,140.0,157.0,304.7,427.3,289.2,,290.0,173.42,275.3,540.18
2019-05-01 22:10,25.13,242.0,216.15,27.85,140.0,148.0,305.70000000000005,434.12,289.2,,290.0,177.65,273.3,516.61
2019-05-01 22:20,25.14,446.0,216.52,27.48,140.0,138.0,305.70000000000005,434.12,289.2,,290.0,219.94,271.3,493.58
2019-05-01 22:30,25.14,344.0,216.52,27.48,140.0,129.0,303.7,420.54,289.2,,288.99999999999994,291.44,270.3,482.26
2019-05-01 22:40,25.14,344.0,216.52,27.48,140.0,121.0,303.7,420.54,289.2,,288.99999999999994,367.47,269.3,471.08
2019-05-01 22:50,25.13,140.0,216.15,27.85,140.0,112.0,300.7,400.58,288.2,,288.0,413.36,270.3,482.26
2019-05-01 23:00,25.12,38.0,215.79,28.21,140.0,104.0,300.7,400.58,287.2,,287.0,370.66,270.3,482.26
2019-05-01 23:10,25.12,38.0,215.79,28.21,140.0,98.0,299.7,394.04,286.2,,286.0,336.49,270.3,482.26
2019-05-01 23:20,25.12,0.0,215.79,28.21,140.0,93.0,298.7,387.55,285.2,,284.99999999999994,340.21,271.3,493.58
2019-05-01 23:30,25.12,0.0,215.79,28.21,140.0,91.0,297.70000000000005,381.12,285.2,,284.99999999999994,352.82,271.3,493.58
2019-05-01 23:40,25.11,0.0,215.42,28.58,140.0,93.0,296.7,374.74,284.2,,284.0,310.38,271.3,493.58
2019-05-01 23:50,25.11,0.0,215.42,28.58,140.0,102.0,295.7,368.42,284.2,,284.0,318.77,271.3,493.58
2019-05-02 00:00,25.11,38.0,215.42,28.58,140.0,116.0,294.7,362.15,283.2,,283.0,305.75,270.3,482.26
2019-05-02 00:10,25.12,158.0,215.79,28.21,158.0,129.0,294.7,362.15,282.2,,283.0,272.25,269.3,471.08
2019-05-02 00:20,25.12,177.0,215.79,28.21,177.0,140.0,294.7,362.15,282.2,,282.0,242.58,268.29999999999995,460.03
2019-05-02 00:30,25.12,177.0,215.79,28.21,177.0,150.0,294.7,362.15,282.2,,282.0,238.4,268.29999999999995,460.03
2019-05-02 00:40,25.12,279.0,215.79,28.21,177.0,158.0,295.7,368.42,282.2,,280.99999999999994,238.07,268.29999999999995,460.03
2019-05-02 00:50,25.12,279.0,215.79,28.21,177.0,167.0,295.7,368.42,281.2,,280.0,241.9,268.29999999999995,460.03
2019-05-02 01:00,25.12,279.0,215.79,28.21,177.0,178.0,295.7,368.42,281.2,,280.0,258.58,267.3,449.12
2019-05-02 01:10,25.12,177.0,215.79,28.21,177.0,193.0,294.7,362.15,280.2,,279.0,258.22,267.3,449.12
2019-05-02 01:20,25.12,177.0,215.79,28.21,177.0,213.0,294.7,362.15,280.2,,279.0,258.22,267.3,449.12
2019-05-02 01:30,25.12,177.0,215.79,28.21,177.0,233.0,293.70000000000005,355.94,280.2,,279.0,241.56,266.3,438.33
2019-05-02 01:40,25.11,75.0,215.42,28.58,177.0,253.0,293.70000000000005,355.94,279.2,,279.0,249.89,266.3,438.33
2019-05-02 01:50,25.11,75.0,215.42,28.58,177.0,273.0,292.7,349.79,278.2,,279.0,233.23,266.3,438.33
2019-05-02 02:00,25.11,75.0,215.42,28.58,177.0,293.0,292.7,349.79,278.2,,278.0,237.06,265.3,427.69
2019-05-02 02:10,25.1,0.0,215.05,28.95,177.0,313.0,290.7,337.64,277.2,,278.0,245.38,265.3,427.69
2019-05-02 02:20,25.1,0.0,215.05,28.95,177.0,333.0,290.7,337.64,277.2,,276.99999999999994,240.88,265.3,427.69
2019-05-02 02:30,25.1,0.0,215.05,28.95,177.0,353.0,289.70000000000005,331.65,277.2,,276.99999999999994,236.72,264.3,417.17
2019-05-02 02:40,25.1,75.0,215.05,28.95,177.0,375.0,289.70000000000005,331.65,276.2,,276.99999999999994,228.42,263.3,406.79
2019-05-02 02:50,25.1,75.0,215.05,28.95,177.0,395.0,289.70000000000005,331.65,276.2,,276.0,236.39,263.3,406.79
2019-05-02 03:00,25.1,75.0,215.05,28.95,177.0,414.0,289.70000000000005,331.65,275.2,,276.0,228.09,263.3,406.79
2019-05-02 03:10,25.1,177.0,215.05,28.95,177.0,433.0,289.70000000000005,331.65,275.2,,276.0,199.06,263.3,406.79
2019-05-02 03:20,25.1,177.0,215.05,28.95,177.0,452.0,288.7,325.72,275.2,,275.0,202.92,263.3,406.79
2019-05-02 03:30,25.1,177.0,215.05,28.95,177.0,470.0,288.7,325.72,275.2,,275.0,207.06,263.3,406.79
2019-05-02 03:40,25.11,279.0,215.42,28.58,177.0,486.0,288.7,325.72,275.2,,275.0,198.78,262.3,396.55
2019-05-02 03:50,25.1,177.0,215.05,28.95,177.0,501.0,288.7,325.72,274.2,,275.0,227.77,262.3,396.55
2019-05-02 04:00,25.1,177.0,215.05,28.95,177.0,514.0,288.7,325.72,274.2,,274.0,231.58,262.3,396.55
2019-05-02 04:10,25.1,177.0,215.05,28.95,177.0,526.0,287.7,319.84,274.2,,274.0,264.66,261.3,386.43
2019-05-02 04:20,25.09,75.0,214.69,29.31,177.0,534.0,287.7,319.84,273.2,,274.0,272.93,260.3,376.45
2019-05-02 04:30,25.09,75.0,214.69,29.31,177.0,539.0,287.7,319.84,273.2,,273.0,235.38,261.3,386.43
2019-05-02 04:40,25.09,0.0,214.69,29.31,177.0,543.0,286.7,314.01,273.2,,273.0,218.86,261.3,386.43
2019-05-02 04:50,25.07,0.0,213.96,30.04,178.0,543.0,286.7,314.01,273.2,,273.0,214.73,260.3,376.45
2019-05-02 05:00,25.07,0.0,213.96,30.04,178.0,540.0,286.7,314.01,272.2,,273.0,206.47,260.3,376.45
2019-05-02 05:10,25.07,0.0,213.96,30.04,178.0,535.0,286.7,314.01,272.2,,272.0,185.56,260.3,376.45
2019-05-02 05:20,25.07,0.0,213.96,30.04,178.0,526.0,285.70000000000005,308.24,272.2,,272.0,169.07,259.3,366.6
2019-05-02 05:30,25.07,0.0,213.96,30.04,178.0,515.0,285.70000000000005,308.24,272.2,,272.0,160.82,259.3,366.6
2019-05-02 05:40,25.09,177.0,214.69,29.31,177.0,504.0,285.70000000000005,308.24,272.2,,272.0,164.94,259.3,366.6
2019-05-02 05:50,25.09,380.0,214.69,29.31,177.0,492.0,285.70000000000005,308.24,272.2,,271.0,177.06,259.3,366.6
2019-05-02 06:00,25.09,380.0,214.69,29.31,177.0,480.0,283.70000000000005,296.87,271.2,,271.0,172.95,259.3,366.6
2019-05-02 06:10,25.09,380.0,214.69,29.31,177.0,467.0,283.70000000000005,296.87,271.2,,271.0,168.83,259.3,366.6
2019-05-02 06:20,25.09,380.0,214.69,29.31,177.0,452.0,283.70000000000005,296.87,270.2,,271.0,185.3,258.3,356.89
2019-05-02 06:30,25.07,178.0,213.96,30.04,178.0,437.0,283.70000000000005,296.87,270.2,,270.0,201.48,260.3,376.45
2019-05-02 06:40,25.07,0.0,213.96,30.04,178.0,422.0,283.70000000000005,296.87,270.2,,270.0,193.26,265.3,427.69
2019-05-02 06:50,25.07,0.0,213.96,30.04,178.0,408.0,283.70000000000005,296.87,270.2,,270.0,201.48,267.3,449.12
2019-05-02 07:00,25.06,0.0,213.59,30.41,178.0,393.0,282.7,291.27,270.2,,270.0,213.82,269.3,471.08
2019-05-02 07:10,25.06,0.0,213.59,30.41,178.0,378.0,282.7,291.27,270.2,,270.0,180.92,269.3,471.08
2019-05-02 07:20,25.06,0.0,213.59,30.41,178.0,363.0,282.7,291.27,270.2,,274.0,-20.68,268.29999999999995,460.03
2019-05-02 07:30,25.06,77.0,213.59,30.41,178.0,349.0,282.7,291.27,274.2,,276.0,-157.59,266.3,438.33
2019-05-02 07:40,25.06,77.0,213.59,30.41,178.0,335.0,283.70000000000005,296.87,276.2,,276.99999999999994,-195.19,264.3,417.17
2019-05-02 07:50,25.06,77.0,213.59,30.41,178.0,321.0,288.7,325.72,278.2,,278.0,-212.1,260.3,376.45
2019-05-02 08:00,25.06,178.0,213.59,30.41,178.0,307.0,294.7,362.15,278.2,,279.0,-212.4,257.3,347.31
2019-05-02 08:10,25.06,178.0,213.59,30.41,178.0,294.0,300.7,400.58,278.2,,279.0,-179.09,255.3,328.54
2019-05-02 08:20,25.06,178.0,213.59,30.41,178.0,281.0,301.70000000000005,407.18,281.2,,276.99999999999994,-103.83,255.3,328.54
2019-05-02 08:30,25.06,178.0,213.59,30.41,178.0,268.0,301.70000000000005,407.18,282.2,,276.0,194.92,256.3,337.86
2019-05-02 08:40,25.06,178.0,213.59,30.41,178.0,256.0,300.7,400.58,281.2,,276.0,460.33,256.3,337.86
2019-05-02 08:50,25.06,178.0,213.59,30.41,178.0,244.0,298.7,387.55,277.2,,276.0,559.86,256.3,337.86
2019-05-02 09:00,25.06,178.0,213.59,30.41,178.0,232.0,294.7,362.15,277.2,,276.0,530.83,256.3,337.86
2019-05-02 09:10,25.06,239.0,213.59,30.41,239.0,221.0,290.7,337.64,276.2,,276.0,476.92,256.3,337.86
2019-05-02 09:20,25.04,40.0,212.86,31.14,242.0,210.0,286.7,314.01,275.2,,276.0,447.89,258.3,356.89
2019-05-02 09:30,25.1,768.0,215.05,28.95,362.0,200.0,285.70000000000005,308.24,274.2,,275.0,372.71,261.3,386.43
2019-05-02 09:40,25.11,869.0,215.42,28.58,362.0,189.0,285.70000000000005,308.24,272.2,,274.0,248.12,263.3,406.79
2019-05-02 09:50,25.1,770.0,215.05,28.95,364.0,178.0,285.70000000000005,308.24,272.2,,272.0,148.45,263.3,406.79
2019-05-02 10:00,25.11,871.0,215.42,28.58,364.0,169.0,286.7,314.01,272.2,,272.0,152.57,263.3,406.79
2019-05-02 10:10,25.11,871.0,215.42,28.58,364.0,158.0,286.7,314.01,272.2,,272.0,140.2,262.3,396.55
2019-05-02 10:20,25.11,1072.0,215.42,28.58,364.0,148.0,287.7,319.84,272.2,,272.0,94.84,261.3,386.43
2019-05-02 10:30,25.11,468.0,215.42,28.58,366.0,139.0,286.7,314.01,272.2,,272.0,70.1,258.3,356.89
