ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 08:30,272.82904,260.70847,263.20923,290.05804
2022-06-01 08:40,270.53583,262.43655,269.0459,294.99054
2022-06-01 08:50,273.33987,269.31888,277.7042,297.92322
2022-06-01 09:00,278.83307,275.63126,283.9772,302.6924
2022-06-01 09:10,284.50186,278.4163,286.76056,303.59396
2022-06-01 09:20,295.68607,284.10837,292.26657,305.8262
2022-06-01 09:30,310.45132,291.6842,298.92007,312.34552
2022-06-01 09:40,322.20807,299.55307,303.41162,314.1778
2022-06-01 09:50,331.74045,310.72482,311.67313,316.79797
2022-06-01 10:00,336.92282,319.0919,317.5388,313.8299
2022-06-01 10:10,341.12552,324.5258,321.7794,306.79492
2022-06-01 10:20,347.5252,330.4456,326.86655,301.7416
2022-06-01 10:30,350.68478,332.91507,328.50565,297.95514
2022-06-01 10:40,352.91406,334.48886,328.79797,296.14758
2022-06-01 10:50,353.41428,334.19604,327.44443,296.9508
2022-06-01 11:00,352.54575,332.05228,325.17282,299.20047
2022-06-01 11:10,347.52628,326.89288,321.0571,300.78818
2022-06-01 11:20,338.58707,319.77008,315.78824,302.83884
2022-06-01 11:30,329.89648,313.97495,312.04953,305.281
2022-06-01 11:40,322.8686,309.75098,309.06943,301.8332
2022-06-01 11:50,315.6426,305.69305,305.9769,301.2947
2022-06-01 12:00,311.00043,302.9799,303.6694,300.27985
2022-06-01 12:10,309.22006,301.16208,301.94418,299.83527
2022-06-01 12:20,308.77548,298.35684,298.5142,296.824
2022-06-01 12:30,311.14008,297.50644,296.90585,294.6166
2022-06-01 12:40,311.57907,296.10605,295.00665,291.35867
2022-06-01 12:50,311.0306,295.29065,293.7556,288.1997
2022-06-01 13:00,309.17627,293.63937,291.7405,284.55872
2022-06-01 13:10,308.0251,292.73044,290.43967,281.02792
2022-06-01 13:20,305.80118,290.97638,288.75372,278.94836
2022-06-01 13:30,304.20633,289.9064,287.57327,276.741
2022-06-01 13:40,301.86026,288.07834,285.80103,276.1336
2022-06-01 13:50,300.73526,286.75687,284.4788,276.34967
2022-06-01 14:00,298.9557,284.6296,282.5305,276.13455
2022-06-01 14:10,296.31503,282.24088,280.3623,274.0293
2022-06-01 14:20,294.6547,281.145,279.66873,276.00705
2022-06-01 14:30,292.90433,279.81516,278.63525,276.90985
2022-06-01 14:40,291.22595,278.28745,277.33,276.30078
2022-06-01 14:50,289.50146,277.3143,276.84686,275.2451
2022-06-01 15:00,287.76074,277.46945,277.33328,272.90286
2022-06-01 15:10,287.34473,278.02887,277.62317,271.85736
2022-06-01 15:20,288.89075,277.9044,276.61945,270.6601
2022-06-01 15:30,291.33286,277.41953,275.39273,268.57184
2022-06-01 15:40,291.46677,276.13275,273.91385,268.03625
2022-06-01 15:50,291.1461,276.03915,273.71344,266.68536
2022-06-01 16:00,290.0505,276.19977,274.05777,266.51868
2022-06-01 16:10,288.02625,275.44147,273.39648,265.13293
2022-06-01 16:20,286.77347,274.7664,272.7631,264.23364
2022-06-01 16:30,285.77084,273.96924,272.1302,264.2143
2022-06-01 16:40,284.65552,273.02954,271.27133,263.5797
2022-06-01 16:50,283.9783,272.508,270.74005,263.52847
2022-06-01 17:00,283.19424,271.50833,269.6362,264.27625
2022-06-01 17:10,283.0638,270.9429,268.70908,265.04803
2022-06-01 17:20,282.40564,269.9795,267.86606,263.84857
2022-06-01 17:30,281.0275,269.3743,267.61307,262.61124
2022-06-01 17:40,280.24802,269.67764,267.9802,261.87646
2022-06-01 17:50,280.1351,269.7857,267.8269,260.91998
2022-06-01 18:00,280.61014,269.61615,267.2628,260.87604
2022-06-01 18:10,281.01126,268.99295,266.44058,260.10806
2022-06-01 18:20,281.0806,268.49857,265.8925,259.19604
2022-06-01 18:30,280.80765,268.5227,265.85556,259.26135
2022-06-01 18:40,280.4128,268.6398,265.69254,258.4574
2022-06-01 18:50,279.9722,268.55972,265.47403,258.35007
2022-06-01 19:00,279.49448,268.2483,264.9477,257.6064
2022-06-01 19:10,278.81244,267.7936,264.34952,257.77612
2022-06-01 19:20,277.9963,267.4277,263.9856,257.98074
2022-06-01 19:30,277.03146,267.11838,263.67325,257.81915
2022-06-01 19:40,276.47153,266.75867,263.4753,257.76062
2022-06-01 19:50,275.92883,266.56198,263.15054,257.65836
2022-06-01 20:00,275.58926,266.38116,262.7458,257.58368
2022-06-01 20:10,275.3784,266.37372,262.57498,257.54953
2022-06-01 20:20,275.2772,266.24332,262.13394,256.80508
2022-06-01 20:30,275.21017,266.04324,261.85693,256.8709
2022-06-01 20:40,275.02808,265.66177,261.37973,257.24796
2022-06-01 20:50,275.0457,265.58334,261.44934,263.12158
2022-06-01 21:00,274.69742,264.90054,260.8974,267.8027
2022-06-01 21:10,274.19263,264.69873,261.12842,269.7628
2022-06-01 21:20,273.67264,265.80722,263.7465,270.419
2022-06-01 21:30,273.5565,269.1352,269.27762,271.86407
2022-06-01 21:40,276.20267,273.16763,273.6959,271.74707
2022-06-01 21:50,282.0358,275.51352,275.48474,270.24643
2022-06-01 22:00,290.88065,277.53693,276.3799,268.51837
2022-06-01 22:10,298.8846,279.14203,276.1815,267.3611
2022-06-01 22:20,301.71414,282.3478,277.01645,264.8178
2022-06-01 22:30,303.30154,287.1152,279.9731,261.8888
2022-06-01 22:40,303.08762,288.9484,281.64862,259.11542
2022-06-01 22:50,301.88342,288.17087,281.04135,258.90543
2022-06-01 23:00,300.92148,286.18497,279.15768,260.5451
2022-06-01 23:10,298.6423,282.99197,276.5756,263.55328
2022-06-01 23:20,294.61,279.5164,274.29388,266.36206
2022-06-01 23:30,288.86563,276.57965,273.01395,269.5578
2022-06-01 23:40,283.61502,274.74365,272.47543,272.75073
2022-06-01 23:50,279.92123,273.5388,272.00565,272.917
2022-06-02 00:00,277.7181,272.83597,271.85706,272.91708
2022-06-02 00:10,277.04294,272.23343,271.3043,272.37027
2022-06-02 00:20,277.7868,272.08148,270.8532,271.85803
2022-06-02 00:30,279.76138,272.1508,270.23697,270.02826
2022-06-02 00:40,283.02524,272.7363,269.80423,268.97968
2022-06-02 00:50,285.43588,272.6605,268.94537,266.94635
2022-06-02 01:00,286.57828,272.75043,268.34494,264.1656
2022-06-02 01:10,286.59717,273.3221,268.6699,262.67505
2022-06-02 01:20,285.866,273.82425,269.28168,260.7134
2022-06-02 01:30,284.95795,274.0164,269.6734,260.07803
2022-06-02 01:40,284.132,273.42184,269.15738,260.16803
2022-06-02 01:50,283.1262,272.28152,268.23672,260.5149
2022-06-02 02:00,281.46173,270.71292,266.9749,261.06873
2022-06-02 02:10,279.9768,269.76047,266.3354,262.2931
2022-06-02 02:20,278.42148,269.2014,266.10077,263.82257
2022-06-02 02:30,277.02744,268.4869,265.54166,264.26105
2022-06-02 02:40,276.02588,267.9739,265.17923,263.9873
2022-06-02 02:50,275.2252,267.76144,265.1111,263.76242
2022-06-02 03:00,275.03073,267.83334,265.04102,262.90488
2022-06-02 03:10,275.4847,268.05264,264.84515,261.84708
2022-06-02 03:20,276.3483,268.27652,264.54172,261.62866
2022-06-02 03:30,277.31638,268.23636,263.8859,260.70435
2022-06-02 03:40,277.87985,267.9947,263.1869,259.8205
2022-06-02 03:50,278.13052,268.00003,262.89105,258.8614
2022-06-02 04:00,277.74234,268.00903,262.6813,258.023
2022-06-02 04:10,277.2522,268.27667,262.73203,257.22003
2022-06-02 04:20,276.59442,268.1205,262.42648,257.1787
2022-06-02 04:30,276.1261,267.85635,262.01538,257.35947
2022-06-02 04:40,275.4982,267.63135,261.57968,257.43677
2022-06-02 04:50,274.8856,267.5462,261.40366,257.74655
2022-06-02 05:00,274.2967,267.58157,261.26627,257.91403
2022-06-02 05:10,277.2792,269.17236,262.3309,255.92073
2022-06-02 05:20,277.4896,267.82477,261.67654,256.31775
2022-06-02 05:30,276.40796,265.8156,260.6143,256.73962
2022-06-02 05:40,275.15594,264.26794,259.95932,256.7135
2022-06-02 05:50,275.5264,264.2894,260.86493,258.07043
2022-06-02 06:00,275.78647,263.86627,261.35046,258.0994
2022-06-02 06:10,274.71362,262.31085,260.58353,256.99942
2022-06-02 06:20,274.5869,261.6226,260.2452,255.55275
2022-06-02 06:30,274.8842,261.47305,260.1894,254.12212
2022-06-02 06:40,274.9011,261.3095,260.0155,253.39131
2022-06-02 06:50,274.5241,260.8123,259.35422,251.80174
2022-06-02 07:00,274.3021,260.42926,258.84473,251.66882
2022-06-02 07:10,273.8732,259.82913,258.24457,251.85255
2022-06-02 07:20,273.13403,259.06232,257.6315,252.24318
2022-06-02 07:30,272.52515,258.69855,257.44656,252.9374
2022-06-02 07:40,271.8849,258.6375,257.23767,253.21901
2022-06-02 07:50,271.66147,259.1243,257.36728,253.99884
2022-06-02 08:00,271.3542,259.1695,257.27625,253.90558
2022-06-02 08:10,271.31168,258.96692,257.27017,254.0078
2022-06-02 08:20,271.2466,258.73752,257.08035,253.7172
2022-06-02 08:30,271.4332,259.4111,257.66623,254.96144
2022-06-02 08:40,272.7124,260.81653,258.44873,259.0052
2022-06-02 08:50,273.34488,260.9916,258.09592,268.15942
2022-06-02 09:00,273.69022,259.71194,257.96118,276.61053
2022-06-02 09:10,273.6453,259.09598,259.76498,281.90564
2022-06-02 09:20,271.2028,260.65952,265.15726,284.2007
2022-06-02 09:30,270.6403,267.23166,273.4874,287.47742
2022-06-02 09:40,273.79053,273.18472,280.14255,296.58173
2022-06-02 09:50,282.10715,276.09042,283.49854,298.6577
2022-06-02 10:00,296.63904,281.43625,288.88837,303.61316
2022-06-02 10:10,310.059,287.42316,292.31076,307.23535
2022-06-02 10:20,315.01694,293.2294,296.3674,309.0477
2022-06-02 10:30,318.94595,301.37662,302.7915,306.40076
2022-06-02 10:40,323.90726,308.31665,308.92667,304.47052
2022-06-02 10:50,332.7515,315.89694,315.32178,302.25793
2022-06-02 11:00,340.10193,321.35403,318.845,297.3015
2022-06-02 11:10,344.61853,325.34628,320.6993,292.4577
2022-06-02 11:20,345.5983,327.44492,320.6359,289.49243
2022-06-02 11:30,345.50803,327.82846,319.09775,288.5249
2022-06-02 11:40,342.37582,324.90268,315.66165,291.0885
2022-06-02 11:50,336.50583,319.8729,311.4584,293.37653
2022-06-02 12:00,331.32614,315.42093,308.31018,295.53192
2022-06-02 12:10,322.9742,309.63327,304.551,296.13837
2022-06-02 12:20,314.36758,304.62863,301.22446,296.71973
2022-06-02 12:30,308.25296,301.28183,298.86374,297.44928
2022-06-02 12:40,304.06033,298.31744,296.6017,294.9806
2022-06-02 12:50,301.5927,296.10992,294.8082,293.06195
2022-06-02 13:00,301.37308,294.76697,293.11395,290.4235
2022-06-02 13:10,301.69583,292.7568,290.32108,287.73065
2022-06-02 13:20,303.1467,291.39456,288.15717,284.73572
2022-06-02 13:30,303.48154,289.68875,285.8822,281.95978
2022-06-02 13:40,302.7321,288.45508,284.21973,278.4309
2022-06-02 13:50,301.27267,287.7211,283.46814,276.21295
2022-06-02 14:00,299.3976,287.21414,283.04114,273.2115
2022-06-02 14:10,297.0414,286.43295,282.34622,271.86224
2022-06-02 14:20,295.5127,285.36606,281.04617,270.363
2022-06-02 14:30,294.75046,283.7935,279.3536,269.3899
2022-06-02 14:40,294.06183,282.13797,277.70953,268.69943
2022-06-02 14:50,292.20798,280.06326,275.8117,268.88583
2022-06-02 15:00,290.29056,278.2465,274.06082,267.85526
2022-06-02 15:10,287.65506,276.56216,272.61578,266.50467
2022-06-02 15:20,285.3034,275.378,271.71503,267.23404
2022-06-02 15:30,283.54993,274.4643,271.11438,268.97644
2022-06-02 15:40,282.3695,273.37985,270.1128,268.2267
2022-06-02 15:50,281.51968,272.7334,269.89658,267.04807
2022-06-02 16:00,280.6403,272.55942,270.10736,266.6931
2022-06-02 16:10,280.87833,272.94376,270.36832,265.68976
2022-06-02 16:20,281.81656,273.11978,270.09805,263.76868
2022-06-02 16:30,283.15588,273.35544,269.86362,262.08246
2022-06-02 16:40,283.61993,273.25095,269.27896,260.64807
2022-06-02 16:50,284.36603,273.72678,269.24493,259.92297
2022-06-02 17:00,284.51712,273.6426,268.83395,259.1567
2022-06-02 17:10,284.16312,273.28995,268.37854,259.03986
2022-06-02 17:20,282.62976,272.02206,267.2359,258.57834
2022-06-02 17:30,281.40192,271.46677,266.97263,258.72064
2022-06-02 17:40,279.5588,270.74844,266.51587,258.17426
2022-06-02 17:50,277.88333,270.15762,266.05096,258.32108
2022-06-02 18:00,277.23843,269.6871,265.43582,258.71417
2022-06-02 18:10,276.85205,269.10162,264.8238,260.1424
2022-06-02 18:20,276.3012,268.3973,264.03036,259.99628
2022-06-02 18:30,276.04633,268.15836,263.82553,259.2717
2022-06-02 18:40,275.72073,268.3013,263.98376,258.85178
2022-06-02 18:50,275.7349,268.7833,264.22617,257.07608
2022-06-02 19:00,276.19196,269.3782,264.3702,256.1616
2022-06-02 19:10,276.94952,269.54916,263.9777,256.21994
2022-06-02 19:20,278.03848,269.42786,263.19162,255.25032
2022-06-02 19:30,278.5424,269.03122,262.3938,254.38428
2022-06-02 19:40,278.1498,268.7302,261.9111,253.78358
2022-06-02 19:50,277.3198,268.69778,261.7109,253.87178
2022-06-02 20:00,276.45078,268.6424,261.426,253.88223
2022-06-02 20:10,275.30023,268.29965,260.99728,253.76544
2022-06-02 20:20,274.23392,268.06308,260.86807,253.93065
2022-06-02 20:30,278.48895,270.59042,263.3395,251.73029
2022-06-02 20:40,279.4294,269.8779,263.23065,251.65393
2022-06-02 20:50,278.82462,268.17438,261.80212,252.58394
2022-06-02 21:00,277.27417,266.27872,260.18152,253.8232
2022-06-02 21:10,275.8256,264.82452,259.2451,254.84204
2022-06-02 21:20,276.3711,265.1907,260.2663,257.14627
2022-06-02 21:30,276.29947,264.81616,260.5405,258.76068
2022-06-02 21:40,275.78653,263.9871,260.29752,261.9293
2022-06-02 21:50,275.1572,263.0704,259.96014,263.27414
2022-06-02 22:00,274.54736,262.68335,260.60812,264.24622
2022-06-02 22:10,274.6497,263.97958,263.2029,265.1133
2022-06-02 22:20,274.08456,265.03183,265.17868,263.80487
2022-06-02 22:30,277.0896,267.61945,268.04916,263.469
2022-06-02 22:40,279.1465,268.25726,268.49216,261.61694
2022-06-02 22:50,284.74857,270.7089,269.87823,259.15067
2022-06-02 23:00,289.82715,271.99866,270.13867,256.38712
2022-06-02 23:10,292.7748,273.45456,270.9236,254.60023
2022-06-02 23:20,293.7805,274.53012,271.65326,254.81647
2022-06-02 23:30,293.12875,273.55386,270.49957,256.5594
2022-06-02 23:40,291.33243,271.2227,268.60532,257.3761
2022-06-02 23:50,287.68643,268.46518,267.2715,257.58173
2022-06-03 00:00,282.50595,266.54663,266.89493,258.23474
2022-06-03 00:10,278.138,265.8909,267.13394,262.2544
2022-06-03 00:20,275.10233,264.65332,266.45706,263.91266
2022-06-03 00:30,277.22955,265.28348,266.5981,261.0652
2022-06-03 00:40,278.23575,264.48993,265.50095,262.226
2022-06-03 00:50,278.9392,263.8983,264.61917,263.72305
2022-06-03 01:00,278.2337,262.91837,263.37784,261.97443
2022-06-03 01:10,275.96365,261.81378,262.68283,262.95288
2022-06-03 01:20,275.39215,261.62482,262.46252,260.4698
2022-06-03 01:30,275.59366,261.40335,261.96628,257.7009
2022-06-03 01:40,276.90573,261.5115,261.6694,255.56633
2022-06-03 01:50,278.24454,261.6397,261.48862,253.36784
2022-06-03 02:00,278.66327,261.57794,261.38434,252.95122
2022-06-03 02:10,278.66092,261.49866,261.2231,253.31203
2022-06-03 02:20,278.3602,261.22794,260.92807,253.81303
2022-06-03 02:30,277.4854,260.6447,260.59598,254.55974
2022-06-03 02:40,276.30093,260.1486,260.6218,254.84874
2022-06-03 02:50,274.74728,259.72412,260.85953,256.28113
2022-06-03 03:00,273.53467,259.3967,260.97943,257.8163
2022-06-03 03:10,273.6081,259.06772,260.57513,256.3498
2022-06-03 03:20,273.13824,258.34152,259.99783,258.5485
2022-06-03 03:30,272.6268,257.46884,259.13434,259.1214
2022-06-03 03:40,272.5009,257.3394,259.05554,259.26193
2022-06-03 03:50,272.43005,257.59094,259.41757,259.23303
2022-06-03 04:00,271.96872,257.465,259.28665,257.88687
2022-06-03 04:10,272.36685,257.85583,259.55905,257.1894
2022-06-03 04:20,273.22272,258.74673,260.3739,257.5466
2022-06-03 04:30,274.48477,259.38577,260.64572,254.50328
2022-06-03 04:40,275.12997,259.38147,260.3889,253.673
2022-06-03 04:50,275.37723,259.04538,259.88687,253.40018
2022-06-03 05:00,275.05978,258.67285,259.45,253.48274
2022-06-03 05:10,276.4116,259.2319,259.63803,251.95009
2022-06-03 05:20,275.33252,258.37863,258.9974,253.8235
2022-06-03 05:30,273.74118,257.3732,258.32895,254.93425
2022-06-03 05:40,272.37637,256.84583,258.18472,255.4926
2022-06-03 05:50,271.79422,257.05316,258.69775,255.99034
2022-06-03 06:00,271.4375,257.2296,259.01315,256.53497
2022-06-03 06:10,270.9917,257.0402,258.75156,255.49025
2022-06-03 06:20,271.3337,257.15237,258.603,254.8911
2022-06-03 06:30,272.10507,257.2595,258.34573,254.44655
2022-06-03 06:40,272.69525,257.27423,258.0832,253.48352
2022-06-03 06:50,273.0732,257.15384,257.74963,253.10182
2022-06-03 07:00,273.18658,257.02744,257.56226,253.26576
2022-06-03 07:10,272.87112,256.60107,257.12888,252.6141
2022-06-03 07:20,272.51688,256.43546,257.14328,252.83452
2022-06-03 07:30,271.8251,256.1098,257.06683,252.45946
2022-06-03 07:40,271.39984,255.98671,257.12408,252.13889
2022-06-03 07:50,271.26987,255.90195,257.05334,252.037
2022-06-03 08:00,271.16385,255.56032,256.5198,251.17995
2022-06-03 08:10,271.30276,255.47824,256.14835,251.35658
2022-06-03 08:20,271.24298,255.42892,255.72313,251.79378
2022-06-03 08:30,271.23474,255.90938,256.25418,253.3047
2022-06-03 08:40,271.09995,256.09296,256.28564,251.5506
2022-06-03 08:50,270.87784,256.03708,256.09747,250.76575
2022-06-03 09:00,270.6884,255.39856,255.22148,250.88493
2022-06-03 09:10,270.09192,254.58797,254.55849,253.80519
2022-06-03 09:20,270.11914,255.02412,255.22505,261.1428
2022-06-03 09:30,270.4844,255.90704,256.32214,268.7384
2022-06-03 09:40,271.31232,257.0212,258.40225,278.8601
2022-06-03 09:50,271.43167,258.15952,261.29004,288.64044
2022-06-03 10:00,267.90823,259.8088,267.17102,292.81183
2022-06-03 10:10,270.2479,266.20303,274.83694,294.13385
2022-06-03 10:20,276.3519,272.2998,280.77084,298.79224
2022-06-03 10:30,281.5015,274.27533,282.4515,298.21625
2022-06-03 10:40,292.21466,279.6139,287.53732,300.31903
2022-06-03 10:50,305.20224,285.62198,292.6894,303.696
2022-06-03 11:00,316.52255,293.1896,296.9064,304.98856
2022-06-03 11:10,325.15625,302.72195,303.40363,304.0622
2022-06-03 11:20,329.4572,309.70242,307.68192,297.82703
2022-06-03 11:30,333.58905,314.866,311.6556,291.02087
2022-06-03 11:40,338.11685,319.36902,315.30777,284.47998
2022-06-03 11:50,339.84494,321.09332,316.3872,281.99774
2022-06-03 12:00,339.928,320.4079,314.6963,281.96692
2022-06-03 12:10,338.78574,318.0289,311.72366,284.77924
2022-06-03 12:20,335.77005,313.97073,308.28598,290.9513
2022-06-03 12:30,329.4113,308.48984,304.07227,293.71823
2022-06-03 12:40,319.36417,302.06268,300.0872,295.60748
2022-06-03 12:50,311.40472,298.1033,298.18985,297.09937
2022-06-03 13:00,304.95486,295.29153,296.72034,297.03824
2022-06-03 13:10,300.379,293.47464,295.96423,296.1034
2022-06-03 13:20,298.64062,292.40732,295.33356,295.6315
2022-06-03 13:30,299.62708,291.39645,293.8286,293.58633
2022-06-03 13:40,302.97665,290.97238,292.21756,290.82538
2022-06-03 13:50,306.60873,290.7656,290.94125,290.18518
2022-06-03 14:00,308.32303,289.7723,288.99,287.00592
2022-06-03 14:10,309.07126,289.86954,288.3917,282.7942
2022-06-03 14:20,308.29,290.3643,288.8844,281.83118
2022-06-03 14:30,306.91138,290.70178,289.2549,279.88928
2022-06-03 14:40,304.8229,290.3268,288.71054,276.1322
2022-06-03 14:50,303.23605,289.33597,287.68036,274.83435
2022-06-03 15:00,302.41,288.15225,286.5477,275.612
2022-06-03 15:10,300.7867,285.66956,284.33298,277.1845
2022-06-03 15:20,299.51205,284.04874,283.06586,278.26367
2022-06-03 15:30,296.94894,282.2269,281.63394,278.59613
2022-06-03 15:40,294.70563,281.1486,280.8903,277.8066
2022-06-03 15:50,293.27664,280.69214,280.53268,275.8242
2022-06-03 16:00,293.02313,280.48587,280.26715,275.61346
2022-06-03 16:10,293.52402,279.74936,279.21518,274.53592
2022-06-03 16:20,293.7105,278.69095,278.00253,273.67242
2022-06-03 16:30,293.33884,277.99472,277.14523,272.186
2022-06-03 16:40,292.58694,277.6709,276.87854,271.39047
2022-06-03 16:50,291.74307,277.50708,276.69284,270.3598
2022-06-03 17:00,290.5164,276.849,276.0145,269.45142
2022-06-03 17:10,289.55884,276.17722,275.32474,268.5777
2022-06-03 17:20,288.9563,275.51196,274.63538,267.66415
2022-06-03 17:30,288.25555,274.91003,274.1009,267.6813
2022-06-03 17:40,287.46423,274.1834,273.3229,266.76697
2022-06-03 17:50,287.03857,273.59253,272.69754,266.58005
2022-06-03 18:00,286.22342,272.56363,271.70218,266.51807
2022-06-03 18:10,285.28528,271.71555,270.92484,265.62317
2022-06-03 18:20,284.23358,271.11917,270.44473,264.72836
2022-06-03 18:30,283.5505,270.67404,269.97318,263.8875
2022-06-03 18:40,283.18478,270.24545,269.45154,262.91766
2022-06-03 18:50,282.65222,269.5947,268.80026,262.92847
2022-06-03 19:00,282.155,269.13467,268.33505,262.2788
2022-06-03 19:10,281.72272,268.6095,267.81314,262.1126
2022-06-03 19:20,281.56113,268.1175,267.2333,261.16107
2022-06-03 19:30,281.07724,267.51425,266.67465,260.82858
2022-06-03 19:40,280.63205,267.2278,266.34543,260.31433
2022-06-03 19:50,279.9191,266.84424,266.05283,260.12018
2022-06-03 20:00,279.21597,266.3116,265.59268,260.05597
2022-06-03 20:10,278.59796,265.85147,265.23352,260.13513
2022-06-03 20:20,278.014,265.36093,264.82303,260.07803
2022-06-03 20:30,277.44412,264.86218,264.43588,260.2242
2022-06-03 20:40,276.93024,264.54395,264.2446,260.0901
2022-06-03 20:50,276.5488,264.34268,264.11615,260.3661
2022-06-03 21:00,276.08234,263.86563,263.66324,258.60724
2022-06-03 21:10,275.8998,263.59152,263.4647,257.62277
2022-06-03 21:20,275.76105,263.29962,263.263,257.76425
2022-06-03 21:30,275.576,262.75552,262.6182,257.0524
2022-06-03 21:40,280.99863,265.8011,265.04556,254.73509
2022-06-03 21:50,278.30353,263.1177,262.9219,256.86957
2022-06-03 22:00,278.2373,262.87827,262.7757,258.70554
2022-06-03 22:10,277.9707,262.80707,262.6467,261.28217
2022-06-03 22:20,277.86374,262.84286,262.95816,264.6159
2022-06-03 22:30,276.70673,262.43045,263.10776,266.79108
2022-06-03 22:40,279.8483,264.63956,265.72855,264.9494
2022-06-03 22:50,281.69217,266.8693,268.66708,264.9187
2022-06-03 23:00,282.346,268.2872,270.44028,264.90253
2022-06-03 23:10,282.049,268.41336,270.56677,262.1652
2022-06-03 23:20,279.67474,267.04312,269.35367,260.39645
2022-06-03 23:30,281.9625,267.5997,269.17996,256.994
2022-06-03 23:40,285.9832,268.25183,268.70187,255.07613
2022-06-03 23:50,288.49084,268.20343,267.74335,254.03682
2022-06-04 00:00,289.36285,268.52838,267.44397,254.35127
2022-06-04 00:10,288.86398,268.52057,267.5003,255.59404
2022-06-04 00:20,287.131,267.92783,267.47528,257.2762
2022-06-04 00:30,284.10245,266.77072,267.12692,257.97375
2022-06-04 00:40,280.3229,265.32327,266.4845,258.1506
2022-06-04 00:50,277.10092,264.26004,266.0422,260.68408
2022-06-04 01:00,278.39545,265.43295,266.9249,260.18518
2022-06-04 01:10,278.39017,264.74826,266.15128,262.96753
2022-06-04 01:20,278.34106,263.6764,264.83487,264.44766
2022-06-04 01:30,277.46753,262.31003,263.31793,263.80743
2022-06-04 01:40,276.3153,261.53183,262.70203,263.37006
2022-06-04 01:50,274.99893,261.01343,262.3867,261.74167
2022-06-04 02:00,274.3126,261.53976,263.30518,261.56854
2022-06-04 02:10,275.51205,262.26395,263.53174,257.08783
2022-06-04 02:20,277.97983,263.2225,263.77237,255.27235
2022-06-04 02:30,279.8922,263.43076,263.38052,254.05403
2022-06-04 02:40,280.5104,263.2526,262.91522,254.2336
2022-06-04 02:50,280.21362,262.95792,262.43698,254.89694
2022-06-04 03:00,279.51923,262.6958,262.16556,255.67812
